15-30,2,CM,,,,,,Yes,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,
15-30,30,CM,Possession Lost,,1,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,22,CD,Possession Lost,,2,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,18,LD,1,17,5,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
15-30,17,LD,0,9,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
15-30,8,CM,Possession Lost,,4,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,18,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,14,CM,,,,,Yes,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,
15-30,9,CM,1,10,1,Possession Added,,,,,,Set Piece,6,Goal,1,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,10,CM,1,8,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,8,CD,Possession Lost,,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,3,LD,Possession Lost,,1,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,7,LD,0,10,2,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,30,CD,1,2,4,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,2,CM,1,10,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,10,CM,1,3,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,3,CM,0,9,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,,,,,,,,,,,opp.,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,
15-30,3,LD,1,14,1,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,14,CD,1,3,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
15-30,3,LD,1,2,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,2,CM,0,22,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
15-30,30,CD,1,14,2,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,14,CD,1,30,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,3
15-30,30,CD,0,3,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
15-30,3,LD,1,7,1,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,7,LD,1,3,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
15-30,3,LD,1,12,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
15-30,12,CD,0,22,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,8,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,3
30-45,30,CD,0,9,6,Play Disrupted,,,,,,Run of Play,25,SOG,0,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
30-45,16,CM,Possession Lost,,0,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
30-45,16,CM,,,,,Yes,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,
30-45,30,CD,1,12,1,Play Disrupted,,,,,,Set Piece,25,SOG,0,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,1
30-45,12,RD,1,22,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,16,2,17,10,22,9,GK,LB,CB,CB,RB,DCM,DCM,LM,CAM,RM,F,2
